1;0;37.00;9.50;55.00;0.00;2.24
2;0;134.00;9.50;104.00;0.00;4.48
3;0;272.00;9.50;54.00;0.00;2.76
4;0;420.00;9.50;94.00;0.00;4.04
5;0;554.00;9.50;26.00;0.00;1.84
6;0;786.00;9.50;50.00;0.00;2.24
7;0;892.00;9.50;95.00;0.00;1.32
8;0;1000.00;9.50;62.00;0.00;2.80
9;0;1130.00;9.50;82.00;0.00;2.60
10;0;1284.00;9.50;73.00;0.00;3.56
11;0;1468.00;9.50;61.00;0.00;2.68
12;0;1702.00;9.50;91.00;0.00;4.36
13;0;1888.00;9.50;72.00;0.00;3.12
14;0;2080.00;9.50;89.00;0.00;3.84
15;0;2223.00;9.50;82.00;0.00;3.00
16;0;2354.00;9.50;56.00;0.00;2.76
17;0;2480.00;9.50;87.00;0.00;4.24
18;0;2672.00;9.50;140.00;0.00;5.84
19;0;2833.00;9.50;161.00;0.00;2.92
20;0;2943.00;9.50;85.00;0.00;2.40
21;0;3116.00;9.50;140.00;0.00;5.84
22;0;3308.00;9.50;87.00;0.00;4.24
23;0;3434.00;9.50;56.00;0.00;2.76
24;0;3565.00;9.50;82.00;0.00;3.00
25;0;3708.00;9.50;89.00;0.00;3.84
26;0;3900.00;9.50;72.00;0.00;3.12
27;0;4086.00;9.50;91.00;0.00;4.36
28;0;4320.00;9.50;61.00;0.00;2.68
29;0;4504.00;9.50;73.00;0.00;3.56
30;0;4658.00;9.50;82.00;0.00;2.60
31;0;4787.00;9.50;62.00;0.00;2.80
32;0;4895.00;9.50;95.00;0.00;1.36
33;0;5001.00;9.50;50.00;0.00;2.24
34;0;5233.00;9.50;26.00;0.00;1.84
35;0;5367.00;9.50;94.00;0.00;4.04
36;0;5515.00;9.50;54.00;0.00;2.72
37;0;5601.00;9.50;88.00;0.00;1.64
38;0;665.00;9.50;67.00;0.00;2.12
39;0;5122.00;9.50;67.00;0.00;2.12
40;0;572.00;9.50;116.00;0.00;2.80
41;0;5215.00;9.50;116.00;0.00;2.76
42;0;1999.00;9.50;380.00;0.00;4.00
43;0;3789.00;9.50;380.00;0.00;4.00
44;0;326.00;9.50;202.00;0.00;2.96
45;0;5461.00;9.50;202.00;0.00;2.92
46;0;2334.00;9.50;188.00;0.00;3.48
47;0;3454.00;9.50;188.00;0.00;3.48
48;0;2034.00;9.50;238.00;0.00;4.24
49;0;3754.00;9.50;238.00;0.00;4.24
50;0;198.00;9.50;214.00;0.00;4.20
51;0;5569.00;9.50;198.00;0.00;2.80
52;0;1026.00;9.50;156.00;0.00;2.00
53;0;4762.00;9.50;156.00;0.00;2.00
54;0;697.00;9.50;158.00;0.00;1.96
55;0;828.00;9.50;190.00;0.00;3.28
56;0;4964.00;9.50;188.00;0.00;2.88
57;0;5090.00;9.50;158.00;0.00;1.96
58;0;1369.00;9.50;218.00;0.00;3.68
59;0;4419.00;9.50;218.00;0.00;3.68
60;0;1215.00;9.50;183.00;0.00;1.96
61;0;4573.00;9.50;183.00;0.00;1.96
62;0;2962.00;9.50;274.00;0.00;3.24
63;0;51.00;9.50;231.00;0.00;2.80
64;0;993.00;9.50;232.00;0.00;3.12
65;0;4801.00;9.50;233.00;0.00;3.40
66;0;1876.00;9.50;227.00;0.00;2.96
67;0;3912.00;9.50;227.00;0.00;2.96
68;0;1566.00;9.50;283.00;0.00;3.96
69;0;4222.00;9.50;283.00;0.00;3.96
70;0;2193.00;9.50;259.00;0.00;3.20
71;0;3595.00;9.50;259.00;0.00;3.20
72;0;2442.00;9.50;260.00;0.00;2.80
73;0;3346.00;9.50;260.00;0.00;2.80
74;0;2573.00;9.50;298.00;0.00;3.80
75;0;3215.00;9.50;298.00;0.00;3.80
76;0;609.00;9.50;265.00;0.00;2.76
77;0;5178.00;9.50;265.00;0.00;2.80
78;0;452.00;9.50;289.00;0.00;4.40
79;0;5335.00;9.50;289.00;0.00;4.40
80;0;1728.00;9.50;258.00;0.00;2.32
81;0;4060.00;9.50;258.00;0.00;2.32
82;0;1157.00;9.50;278.00;0.00;3.32
83;0;4631.00;9.50;278.00;0.00;3.32
84;0;1445.00;9.50;305.00;0.00;2.52
85;0;4343.00;9.50;305.00;0.00;2.52
86;0;734.00;9.50;279.00;0.00;3.56
87;0;5053.00;9.50;279.00;0.00;3.56
88;0;2277.00;9.50;333.00;0.00;2.16
89;0;3511.00;9.50;333.00;0.00;2.16
90;0;257.00;9.50;333.00;0.00;3.72
91;0;5539.00;9.50;341.00;0.00;3.96
92;0;822.00;9.50;352.00;0.00;3.76
93;0;4966.00;9.50;354.00;0.00;3.80
94;0;2373.00;9.50;400.00;0.00;2.84
95;0;3415.00;9.50;400.00;0.00;2.84
96;0;986.00;9.50;453.00;0.00;3.28
97;0;4802.00;9.50;453.00;0.00;3.28
98;0;2864.00;9.50;394.00;0.00;4.12
99;0;2751.00;9.50;460.00;0.00;4.80
100;0;3032.00;9.50;464.00;0.00;5.08
101;0;1797.00;9.50;360.00;0.00;3.12
102;0;3991.00;9.50;360.00;0.00;3.12
103;0;25.00;9.50;377.00;0.00;1.52
104;0;1142.00;9.50;398.00;0.00;3.52
105;0;4646.00;9.50;398.00;0.00;3.52
106;0;114.00;9.50;371.00;0.00;2.92
107;0;1307.00;9.50;339.00;0.00;1.60
108;0;4481.00;9.50;339.00;0.00;1.60
109;0;866.00;9.50;470.00;0.00;2.84
110;0;4921.00;9.50;470.00;0.00;2.84
111;0;2493.00;9.50;414.00;0.00;2.68
112;0;3295.00;9.50;414.00;0.00;2.68
113;0;2149.00;9.50;383.00;0.00;2.68
114;0;3639.00;9.50;383.00;0.00;2.68
115;0;703.00;9.50;380.00;0.00;1.48
116;0;5084.00;9.50;380.00;0.00;1.52
117;0;562.00;9.50;434.00;0.00;3.84
118;0;5225.00;9.50;434.00;0.00;3.84
119;0;1540.00;9.50;441.00;0.00;3.80
120;0;1686.00;9.50;465.00;0.00;3.76
121;0;4102.00;9.50;465.00;0.00;3.76
122;0;4248.00;9.50;441.00;0.00;3.80
123;0;1401.00;9.50;421.00;0.00;2.44
124;0;4387.00;9.50;421.00;0.00;2.44
125;0;302.00;9.50;474.00;0.00;4.60
126;0;5484.00;9.50;475.00;0.00;4.60
127;0;1327.00;9.50;463.00;0.00;2.76
128;0;4461.00;9.50;463.00;0.00;2.76
129;0;707.00;9.50;493.00;0.00;3.92
130;0;5080.00;9.50;493.00;0.00;3.96
131;0;2603.00;9.50;498.00;0.00;3.88
132;0;3185.00;9.50;498.00;0.00;3.88
133;0;1958.00;9.50;495.00;0.00;3.24
134;0;3830.00;9.50;495.00;0.00;3.24
135;0;2199.00;9.50;476.00;0.00;3.12
136;0;3589.00;9.50;476.00;0.00;3.12
137;0;1832.00;9.50;512.00;0.00;3.68
138;0;3956.00;9.50;512.00;0.00;3.68
139;0;71.00;9.50;468.00;0.00;1.64
140;0;1453.00;9.50;521.00;0.00;2.96
141;0;4335.00;9.50;521.00;0.00;2.96
142;0;492.00;9.50;580.00;0.00;5.36
143;0;2478.00;9.50;540.00;0.00;2.32
144;0;3310.00;9.50;540.00;0.00;2.32
145;0;5295.00;9.50;580.00;0.00;5.36
146;0;1185.00;9.50;527.00;0.00;2.68
147;0;4603.00;9.50;527.00;0.00;2.68
148;0;5591.00;9.50;650.00;0.00;2.32
149;0;2080.00;9.50;526.00;0.00;2.04
150;0;3708.00;9.50;526.00;0.00;2.04
151;0;2347.00;9.50;530.00;0.00;1.64
152;0;3441.00;9.50;530.00;0.00;1.64
153;0;118.00;9.50;534.00;0.00;1.64
154;0;1560.00;9.50;585.00;0.00;3.72
155;0;4228.00;9.50;585.00;0.00;3.72
156;0;2873.00;9.50;560.00;0.00;2.04
157;0;23.00;9.50;581.00;0.00;1.12
158;0;2254.00;9.50;555.00;0.00;1.44
159;0;3534.00;9.50;555.00;0.00;1.44
160;0;2924.00;9.50;639.00;0.00;1.96
161;0;2640.00;9.50;611.00;0.00;3.28
162;0;3148.00;9.50;611.00;0.00;3.28
163;0;1391.00;9.50;631.00;0.00;3.36
164;0;4397.00;9.50;631.00;0.00;3.36
165;0;2166.00;9.50;561.00;0.00;0.92
166;0;3622.00;9.50;561.00;0.00;0.92
