0;128;218;208;sea;False;ocean;1
1;128;218;208;sea;False;ocean;1
2;170;208;140;sea;False;ocean;1
3;161;219;188;sea;False;ocean;1
4;226;243;249;sea;False;ocean;1
5;77;159;169;sea;False;ocean;1
6;167;203;206;sea;False;ocean;1
7;161;204;194;sea;False;ocean;1
8;96;155;213;sea;False;ocean;1
9;124;204;225;sea;False;ocean;1
10;121;174;190;sea;False;ocean;1
11;135;169;232;sea;False;ocean;1
12;151;199;197;sea;False;ocean;1
13;165;196;222;sea;False;ocean;1
14;128;176;200;sea;False;ocean;1
15;130;183;211;sea;False;ocean;1
16;113;131;230;sea;False;ocean;1
17;123;119;200;sea;False;ocean;1
18;160;209;228;sea;False;ocean;1
19;107;108;219;sea;False;ocean;1
20;167;218;215;sea;False;ocean;1
21;192;200;238;sea;False;ocean;1
22;187;95;153;sea;False;ocean;1
23;203;98;178;sea;False;ocean;1
24;172;172;216;sea;False;ocean;1
25;165;166;206;sea;False;ocean;1
26;197;187;221;sea;False;ocean;1
27;162;194;218;sea;False;ocean;1
28;202;150;209;sea;False;ocean;1
29;152;165;202;sea;False;ocean;1
30;169;193;244;sea;False;ocean;1
31;171;136;200;sea;False;ocean;1
32;161;204;175;sea;False;ocean;1
33;167;206;192;sea;False;ocean;1
34;77;169;139;sea;False;ocean;1
35;226;249;245;sea;False;ocean;1
36;161;219;163;sea;False;ocean;1
37;200;208;140;sea;False;ocean;1
38;162;196;192;sea;False;ocean;1
39;162;196;177;sea;False;ocean;1
40;126;178;188;sea;False;ocean;1
41;126;188;171;sea;False;ocean;1
42;161;209;212;sea;False;ocean;1
43;177;203;230;sea;False;ocean;1
44;0;166;227;sea;False;ocean;1
45;0;227;188;sea;False;ocean;1
46;173;191;225;sea;False;ocean;1
47;208;181;214;sea;False;ocean;1
48;139;132;209;sea;False;ocean;1
49;198;111;163;sea;False;ocean;1
50;38;191;199;sea;False;ocean;1
51;38;199;136;sea;False;ocean;1
52;136;123;206;sea;False;ocean;1
53;197;99;155;sea;False;ocean;1
54;94;182;197;sea;False;ocean;1
55;133;182;165;sea;False;ocean;1
56;133;182;144;sea;False;ocean;1
57;94;197;167;sea;False;ocean;1
58;124;166;207;sea;False;ocean;1
59;175;152;200;sea;False;ocean;1
60;133;214;219;sea;False;ocean;1
61;161;206;248;sea;False;ocean;1
62;117;205;202;sea;False;ocean;1
63;97;196;206;sea;False;ocean;1
64;139;194;223;sea;False;ocean;1
65;183;182;229;sea;False;ocean;1
66;155;144;221;sea;False;ocean;1
67;213;124;174;sea;False;ocean;1
68;106;99;210;sea;False;ocean;1
69;192;54;142;sea;False;ocean;1
70;133;226;232;sea;False;ocean;1
71;165;217;255;sea;False;ocean;1
72;139;200;219;sea;False;ocean;1
73;175;190;233;sea;False;ocean;1
74;122;111;214;sea;False;ocean;1
75;200;76;151;sea;False;ocean;1
76;0;168;187;sea;False;ocean;1
77;0;187;124;sea;False;ocean;1
78;192;231;245;sea;False;ocean;1
79;192;245;236;sea;False;ocean;1
80;107;228;224;sea;False;ocean;1
81;135;219;255;sea;False;ocean;1
82;136;179;208;sea;False;ocean;1
83;176;168;209;sea;False;ocean;1
84;179;225;218;sea;False;ocean;1
85;185;222;241;sea;False;ocean;1
86;0;144;175;sea;False;ocean;1
87;0;175;129;sea;False;ocean;1
88;171;201;216;sea;False;ocean;1
89;193;194;220;sea;False;ocean;1
90;0;144;205;sea;False;ocean;1
91;0;205;176;sea;False;ocean;1
92;37;158;193;sea;False;ocean;1
93;37;193;160;sea;False;ocean;1
94;115;104;205;sea;False;ocean;1
95;191;68;143;sea;False;ocean;1
96;159;159;206;sea;False;ocean;1
97;198;147;181;sea;False;ocean;1
98;125;190;194;sea;False;ocean;1
99;146;173;219;sea;False;ocean;1
100;195;159;204;sea;False;ocean;1
101;105;139;224;sea;False;ocean;1
102;192;111;186;sea;False;ocean;1
103;0;179;211;sea;False;ocean;1
104;134;135;196;sea;False;ocean;1
105;184;118;163;sea;False;ocean;1
106;90;200;186;sea;False;ocean;1
107;110;191;214;sea;False;ocean;1
108;158;179;232;sea;False;ocean;1
109;179;213;186;sea;False;ocean;1
110;187;213;179;sea;False;ocean;1
111;119;174;197;sea;False;ocean;1
112;158;164;206;sea;False;ocean;1
113;156;167;230;sea;False;ocean;1
114;212;150;199;sea;False;ocean;1
115;180;225;185;sea;False;ocean;1
116;195;225;180;sea;False;ocean;1
117;1;195;175;sea;False;ocean;1
118;1;195;90;sea;False;ocean;1
119;143;142;209;sea;False;ocean;1
120;143;154;208;sea;False;ocean;1
121;192;139;183;sea;False;ocean;1
122;197;124;171;sea;False;ocean;1
123;163;191;238;sea;False;ocean;1
124;213;177;223;sea;False;ocean;1
125;0;176;194;sea;False;ocean;1
126;0;194;127;sea;False;ocean;1
127;117;108;201;sea;False;ocean;1
128;188;77;144;sea;False;ocean;1
129;26;146;170;sea;False;ocean;1
130;26;170;131;sea;False;ocean;1
131;134;204;210;sea;False;ocean;1
132;160;196;235;sea;False;ocean;1
133;91;95;216;sea;False;ocean;1
134;192;36;144;sea;False;ocean;1
135;170;194;235;sea;False;ocean;1
136;213;182;222;sea;False;ocean;1
137;134;192;202;sea;False;ocean;1
138;160;184;220;sea;False;ocean;1
139;145;190;180;sea;False;ocean;1
140;109;156;202;sea;False;ocean;1
141;167;141;194;sea;False;ocean;1
142;182;218;172;sea;False;ocean;1
143;157;187;209;sea;False;ocean;1
144;185;179;209;sea;False;ocean;1
145;202;218;172;sea;False;ocean;1
146;103;128;207;sea;False;ocean;1
147;180;103;170;sea;False;ocean;1
148;155;202;163;sea;False;ocean;1
149;136;162;212;sea;False;ocean;1
150;188;147;194;sea;False;ocean;1
151;125;174;210;sea;False;ocean;1
152;174;161;209;sea;False;ocean;1
153;75;179;210;sea;False;ocean;1
154;152;214;214;sea;False;ocean;1
155;169;208;239;sea;False;ocean;1
156;121;120;204;sea;False;ocean;1
157;112;189;188;sea;False;ocean;1
158;95;133;223;sea;False;ocean;1
159;189;103;182;sea;False;ocean;1
160;103;90;223;sea;False;ocean;1
161;158;191;204;sea;False;ocean;1
162;179;185;211;sea;False;ocean;1
163;182;225;218;sea;False;ocean;1
164;187;222;240;sea;False;ocean;1
165;94;116;225;sea;False;ocean;1
166;196;75;167;sea;False;ocean;1
167;112;205;162;sea;False;ocean;1
168;178;177;223;sea;False;ocean;1
169;215;166;198;sea;False;ocean;1
170;112;205;121;sea;False;ocean;1
171;107;228;235;sea;False;ocean;1
172;150;217;255;sea;False;ocean;1
173;92;185;209;sea;False;ocean;1
174;92;209;182;sea;False;ocean;1
175;164;158;225;sea;False;ocean;1
176;216;141;186;sea;False;ocean;1
177;0;142;184;sea;False;ocean;1
178;155;202;184;sea;False;ocean;1
179;167;203;178;sea;False;ocean;1
180;172;203;167;sea;False;ocean;1
181;166;189;230;sea;False;ocean;1
182;173;195;148;sea;False;ocean;1
183;180;186;224;sea;False;ocean;1
184;214;176;206;sea;False;ocean;1
185;99;153;210;sea;False;ocean;1
186;135;166;245;sea;True;ocean;1
187;126;186;178;sea;True;ocean;1
188;134;182;207;sea;True;ocean;1
189;214;142;211;sea;True;ocean;1
190;171;134;197;sea;False;ocean;1
191;150;203;222;sea;True;ocean;1
192;183;194;233;sea;True;ocean;1
193;143;169;219;sea;True;ocean;1
194;195;154;201;sea;True;ocean;1
195;200;114;250;land;True;jungle;1
196;255;73;147;land;True;jungle;1
197;171;225;222;sea;False;ocean;1
198;183;220;246;sea;False;ocean;1
199;132;190;182;sea;False;ocean;1
200;139;186;210;sea;False;ocean;1
201;209;177;217;sea;False;ocean;1
202;104;129;206;sea;True;ocean;1
203;179;105;170;sea;True;ocean;1
204;64;56;80;land;True;plains;1
205;170;206;216;sea;False;ocean;1
206;189;200;226;sea;False;ocean;1
207;80;51;64;land;True;plains;1
208;245;221;73;land;True;jungle;1
209;111;248;133;land;True;jungle;1
210;154;232;233;sea;True;ocean;1
211;216;234;102;land;True;jungle;1
212;175;94;228;land;True;jungle;1
213;239;43;128;land;True;jungle;1
214;82;253;176;land;True;jungle;1
215;176;225;255;sea;True;ocean;1
216;62;72;61;land;True;jungle;1
217;55;73;71;land;True;jungle;1
218;124;208;214;sea;False;ocean;1
219;154;199;243;sea;False;ocean;1
220;12;170;173;land;True;jungle;1
221;78;161;215;land;True;jungle;1
222;72;120;32;land;False;jungle;1
223;0;128;100;land;False;jungle;1
224;152;181;222;sea;True;ocean;1
225;197;168;211;sea;True;ocean;1
226;165;205;140;land;True;jungle;1
227;107;212;191;land;True;jungle;1
228;134;75;154;land;False;mountain;1
229;158;122;189;land;False;jungle;1
230;136;191;181;land;True;jungle;1
231;141;188;209;land;True;jungle;1
232;196;108;139;land;False;jungle;1
233;168;57;91;land;False;mountain;1
234;112;213;211;sea;False;ocean;1
235;247;198;59;land;True;jungle;1
236;125;229;99;land;True;jungle;1
237;208;58;228;land;True;plains;1
238;255;0;101;land;True;plains;1
